[2026-07-07 07:59:21 +08:00] Peer e45myl1f is still running at PID 27812; waiting.
[2026-07-10 16:13:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:14:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:14:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:15:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:15:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:16:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:16:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:17:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:17:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:18:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:18:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:19:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:19:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:20:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:20:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:21:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:21:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:22:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:22:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:23:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:23:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:24:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:24:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:25:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:25:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:26:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:26:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:27:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:27:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:28:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:28:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:29:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:29:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:30:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:30:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:31:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:31:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:32:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:32:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:33:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:33:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:34:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:34:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:35:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:35:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:36:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:36:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:37:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:37:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:38:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:38:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:39:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:39:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:40:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:40:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:41:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:41:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:42:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:42:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:43:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:43:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:44:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:44:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:45:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:45:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:46:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:46:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:47:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:47:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:48:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:48:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:49:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:49:51 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:50:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:50:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:51:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:51:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:52:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:52:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:53:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:53:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:54:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:54:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:55:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:55:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:56:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:56:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:57:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:57:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:58:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:58:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 16:59:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 16:59:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:00:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:00:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:01:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:01:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:02:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:02:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:03:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:03:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:04:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:04:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:05:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:05:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:06:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:06:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:07:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:07:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:08:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:08:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:09:51 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:09:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:10:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:10:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:11:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:11:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:12:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:12:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:13:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:13:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:14:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:14:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:15:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:15:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:16:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:16:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:17:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:17:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:18:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:18:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:19:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:19:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:20:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:20:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:21:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:21:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:22:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:22:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:23:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:23:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:24:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:24:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:25:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:25:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:26:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:26:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:27:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:27:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:28:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:28:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:29:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:29:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:30:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:30:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:31:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:31:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:32:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:32:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:33:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:33:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:34:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:34:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:35:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:35:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:36:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:36:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:37:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:37:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:38:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:38:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:39:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:39:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:40:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:40:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:41:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:41:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:42:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:42:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:43:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:43:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:44:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:44:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:45:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:45:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:46:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:46:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:47:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:47:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:48:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:48:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:49:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:49:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:50:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:50:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:51:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:51:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:52:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:52:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:53:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:53:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:54:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:54:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:55:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:55:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:56:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:56:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:57:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:57:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:58:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:58:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 17:59:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 17:59:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:00:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:00:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:01:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:01:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:02:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:02:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:03:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:03:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:04:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:04:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:05:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:05:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:06:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:06:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:07:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:07:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:08:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:08:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:09:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:09:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:10:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:10:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:11:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:11:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:12:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:12:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:13:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:13:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:14:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:14:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:15:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:15:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:16:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:16:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:17:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:17:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:18:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:18:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:19:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:19:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:20:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:20:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:21:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:21:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:22:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:22:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:23:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:23:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:24:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:24:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:25:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:25:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:26:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:26:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:27:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:27:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:28:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:28:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:29:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:29:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:30:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:30:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:31:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:31:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:32:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:32:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:33:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:33:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:34:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:34:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:35:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:35:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:36:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:36:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:37:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:37:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:38:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:38:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:39:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:39:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:40:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:40:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:41:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:41:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:42:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
[2026-07-10 18:42:52 +08:00] ERROR: Cannot push automatically because the repository is in detached HEAD state.
[2026-07-10 18:43:52 +08:00] Peer e45myl1f PID 27812 is no longer running; checking repository.
